Column,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79
64.0,NE,MA,2111300.0,SÃO LUÍS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher em Situação de Violência (CRAM) Casa da Mulher - São Luís    ,Coordenadoria Municipal da Mulher,"(98)3212-3206     
(98)3212-4354    ",casadamulherdesaoluis@gmail.com ,"Avenida Beira Mar, nº 524",Centro,65000-000,Simone Cunha e Souza,(98) 8198-2120  ,"de segunda a sexta-feira, das 8h às 18h.",CONFERIDO,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,2008-06-20T00:00:00Z,2008.0,SIM,2.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,3.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,2.0,NÃO,0.0,SIM,2.0,SIM,2.0,SIM,1.0,SIM,"Possui computador, mas não tem acesso a internet.Foi informado que o serviço fica prejudicado pela falta do veículo. ",NÃO,NÃO,SIM,NÃO,SIM,SIM,"A edificação necessita de reformas, ar condicionado e ventiladores para a melhoria e qualidade do serviço oferecido.",SIM,NÃO INFORMADO,NÃO,SIM,"Pelo sigilo do serviço de abrigamento a mesma informou que não tem essa noção de distância, e que pela falta de veículo, o serviço fica prejudicado quando houver a necessidade de  encaminhar a cidadã para o serviço solicitado .",SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Maria do Rosário Oliveira Reis - Advogada
",PATRICIA DIAS,2014-06-03T00:00:00Z,
65.0,NE,MA,2103000.0,CAXIAS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,"Centro de Referência de Atendimento à Mulher (CREAM) - Mais Mulher - Caxias   
",Secretaria Municipal de Políticas para as Mulheres,(99) 3521-5399 Fax: (99) 3521-5399,creammaismulher@gmail.com ,"Rua Riachuelo, nº 189",Centro,65606-620,Ednalva Silva Ribeiro,(99) 8163-7837          ,"de segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,2008-08-01T00:00:00Z,2008.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,3.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,2.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Dandara Moreira Moraes -
Assistente Social
",PATRICIA DIAS,2014-06-03T00:00:00Z,
66.0,NE,MA,2105302.0,IMPERATRIZ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Imperatriz  ,Secretaria Municipal de Políticas para Mulheres.,(99)8834-0004     ,cram.imp@hotmail.com ,"Rua Benedito Leite, nº 719 Entre a Rua Souza Lima e a Rua Amazonas 

",Centro,65900-000,Sueli Brito Babosa,(99)8834-0004,"de segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-27T00:00:00Z,2010-10-25T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,2.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,7.0,SIM,2.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Sueli Brito Barbosa - 
Coordenadora
",PATRICIA DIAS,2014-06-03T00:00:00Z,
67.0,NE,MA,2100055.0,AÇAILÂNDIA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento à Mulher em Situação de Violência – (CRAM)  Açailândia,Vinculado à Secretaria de Ação Social.,NÃO POSSUI,NÃO INFORMADO,"Avenida Edilson Caridade Ribeiro, s/nº",Residencial Tropical,65930-000,"Raimunda Costa Lima Pires.
E-maill particular:
costalima-paixao@hotmail.com",(99)9143-5701,"de segunda a sexta-feira, das 8h às 17h.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,2013-03-08T00:00:00Z,2013.0,SIM,1.0,SIM,1.0,SIM,4.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SIM,"É feita a triagem das pessoas que precisam dos serviços do CRAM, e posteriormente recebem encaminhamentos para serviços especializados referentes a cada caso.",NÃO,0.0,NÃO,0.0,SIM,3.0,SIM,2.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,Os agressores são encaminhados para o Creas.,LEVANTAMENTO REALIZADO COM SUCESSO,"Serviço inaugurado recentemente, não tem telefone para contato, porque ainda não foi disponibilizado linha telefônica para o local, estão aguardando a liberação da mesma. ","Raimunda Costa Lima Pires - 
Coordenadora
",PATRICIA DIAS,2014-06-03T00:00:00Z,
68.0,CO,MT,5105259.0,LUCAS DO RIO VERDE,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Lucas do Rio Verde ,à Secretaria Municipal de Cidadania e Habitação,(65)3549-7144 e (65)3549-7149,social@lucasdorioverde.mt.gov.br ,Avenida Bahia ,Rio Verde ,78455-000 ,Paulo César Harpnann ,(65)99279603,"de segunda a sexta-feira, das 7h às 11h e das 13h às 17h. ",CONFERIDO,JUNHO,LÍGIA SILVA,CONFERIDO,JUNHO,2014-06-03T00:00:00Z,NÃO INFORMADO,2008.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,1.0,NÃO,0.0,SIM,"COMPLEMENTO DA RESPOSTA 1.1; 1.2 E 1.3 -Encaminham a cidadã  que tenha sofrido violência  para a equipe do CREAS – Paefi, onde recebe atendimento psicológico, social e juridico. Relata que o Projeto do  CRAM tem o objetivo de além de atenderem mulheres vítimas de violência, abrange também todos os serviços para as  mulheres como:  grupo de mulheres, geração de renda e qualificação profissional. 
COMPLEMENTO DA RESPOSTA 1.5 -  Somente monitoramento no período da noite. 
",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO ,NÃO,0.0,SIM,1.0,SIM,8.0,SIM,1.0,SIM,1.0,NÃO ,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,SIM,"Tem uma casa abrigo em Cuiabá (350Km) nunca houve caso de terem que encaminhar cidadã para Casa Abrigo. Relata que já teve casos que encaminharam  a cidadã para a casa de um parente dela , onde se sinta segura.  ",SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Paulo César Harpnann - Coordenador ,LÍGIA SILVA,2014-06-03T00:00:00Z,
69.0,CO,MS,5001102.0,AQUIDAUANA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Aquidauana,à Gerência de Desenvolvimento Social e Economia Solidária.,(67)3241-7376 ,cramdeaquidauana@hotmail.com ,"Rua Antônio Nogueira, nº 818  ",Alto ,79200-000 ,Marina Rodrigues Nogueira,(67)8406-5209,"de segunda a sexta-feira, das  7h às 17h. ",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,2011-08-15T00:00:00Z,2011.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,2.0,NÃO,"Administrativo - 01
Serviços gerais - 01
Motorista - 01
Segurança Noturno – 02 que trabalham por escala 01
",SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,COMPLEMENTO DA RESPOSTA 2.3 – Nunca houve procura de menores do sexo feminino no CRAM normalmente quem atende é o CREAS,SIM,2.0,SIM,1.0,SIM,3.0,SIM,2.0,SIM,1.0,NÃO,COMPLEMENTO DA RESPOSTA  3.2 - Logan (recebido em 2012). Complemento da Resposta 3.3 - 03 computadores e um notebook ,SIM,SIM,SIM,SIM,SIM,NÃO,COMPLEMENTO DA RESPOSTA  4.2 - O Centro de Referência funciona junto com a Coordenadoria da Mulher  - com entrada única e mesma equipe.  ,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Marina Rodrigues Nogueira - Coordenadora ,LÍGIA SILVA,2014-06-03T00:00:00Z,
70.0,CO,MS,5002704.0,CAMPO GRANDE,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Atendimento à Mulher em Situação de Violência Cunã Mbaretê (CAM) - Campo Grande,à Secretaria de Estado Trabalho e Assistência Social e a Subsecretaria da Mulher e da Promoção da Cidadania e Coordenadoria Especial de Políticas para a Mulher. ,0800671236  - (67)3361-7519 -  (67)3361-6191   ,camca@ms.gov.br ,"Rua 7 de Setembro, nº 1628 ",Jardim Aclimação ,79002-121 ,Ariza Catarina de Albuquerque Carvalho , (67)9224-6582," de segunda a sexta-feira, das 7h30min às 17h30min.",CONFERIDO,MAIO,LÍGIA SILVA,CONFERIDO,MAIO,2014-05-20T00:00:00Z,1999-11-05T00:00:00Z,1999.0,SIM,2.0,SIM,2.0,SIM,3.0,SIM,1.0,SIM,2.0,SIM,"COMPLEMENTO DA RESPOSTA 1.3 - 03 Defensoras
COMPLEMENTO DA RESPOSTA 1.5 - 02 Agentes Patrimoniais
OUTROS - Administrativos - 05; Copa e cozinha -  01; Serviços Gerais - 02
",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO,SIM,9.0,SIM,2.0,SIM,7.0,SIM,3.0,SIM,2.0,NÃO ,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,NÃO,SIM,SIM,COMPLEMENTO DA RESPOSTA 4.1 - Relata o predio é alugado e que há necessidade de manutenção e reformas (e o arquiteto compareceu no CAM  dia 19/05/2014 e  encaminhado pela  Subsecretaria da Mulher esta fazendo levantamento para fazer reforma necessário). Tem uma excelente localização fica próximo da DEAM e de outros serviços. ,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Ariza Catarina de Albuquerque Carvalho - Coordenadora ,LÍGIA SILVA,2014-06-03T00:00:00Z,
71.0,CO,MS,5003207.0,CORUMBÁ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência à Mulher em Situação de Violência (CRAM) - Corumbá,Secretaria Municipal de Assistência Social e Cidadania ,(67)3907-5479 ,rosiene.mauro@corumba.ms.gov.br  e  cram@corumba.ms.gov.br,"Rua Major Gama, nº 612",Centro ,79302-010 ,Rosiene do Espírito Santo Mauro ,(67)8123-0421,"de segunda a sexta-feira, das 7h30min às 11h30min e das 13h30min às 17h30min. ",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,2012-03-01T00:00:00Z,2012.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,0.0,NÃO,"OUTROS - Motorista – 01; Serviços gerais – 01; Tem 01 psicopedagoga que é o GDF que foi cedida para atender na cidade. 
COMPLEMENTO DA RESPOSTA 1.3 - O Defensor Público da Defensoria  atende no CRAM de 15 em 15 dias.  
COMPLEMENTO DA RESPOSTA 1.5 - A casa tem cerca elétrica é segura e está  próximo tanto da Defensoria e da Delegacia.

",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,COMPLEMENTO DA RESPOSTA 2.3 - Atendem somente quando é uma situação de violência doméstica e familiar . ,SIM,3.0,SIM,1.0,SIM,2.0,SIM,2.0,SIM,2.0,NÃO,COMPLEMENTO DA RESPOSTA 3.3 - Tem 2 computadores e 1 notebook,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,Encaminham  para Casa Abrigo de Campo Grande (500Km) ou Dourados (700Km),SIM,SEM ESPECIFICAÇÃO,NÃO,"OBS.: O que é feito na cidade é um projeto do Centro de Referência  que tem o nome :  HOMEM QUE RESPEITA MULHER NÃO BATE,   onde fazem palestras nas empresas, marinha  dentre outros serviços , pois há necessidade de fazer um trabalho orientando os homens. Informa também que tem o Projeto : MARIA DA PENHA VISITA A ESCOLA , palestra em escola municipal da 8ª Serie em diante  e estão querendo expandir para as escolas estaduais. ",LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Rosiene do Espírito Santo Mauro  - Coordenadora  ,LÍGIA SILVA,2014-06-03T00:00:00Z,
72.0,CO,MS,5003306.0,COXIM,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento a Mulher em Situação de Violência (CRAM) - Coxim ,Prefeitura Municipal,6732914535 e Fax: 6732914535,camcoxim@hotmail.com,"Avenida Virginia Ferreira, nº 307, Fundos ",Flávio Garcia  ,7.94E7,Atualmente está sem Coordenadora ,NÃO INFORMADO,"de segunda a sexta-feira, das 7h às 11h e das 13h às 17h. ",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-22T00:00:00Z,NÃO INFORMADO,2011.0,NÃO,0.0,NÃO,0.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,"COMPLEMENTO DA RESPOSTA 1.1 e 1.2 - O atendimento é feito pelos profissionais do  CREAS, a Assistente Social e o Psicólogo são disponibilizados  para atender no Centro de Referência quando é necessário. 
COMPLEMENTO DA RESPOSTA 1.5 - Agente patrimonial que fica somente período noturno.                                           OBS.: Informa que a necessidade atualmente é de profissionais que fiquem no Centro de Referência como psicólogo, assistente social por se tratar de um trabalho diferenciado. Relata Também da necessidade de que seja nomeada urgentemente uma coordenadora, pois desde o dia 05/05/2014 ela pediu exoneração e encaminhou Ofício 20 dias antes de sua saída, informando  para a presidenta da câmara, Prefeito, DAM, vereadores e SPM de Campo Grande,   dentre outros órgãos que fazem parte da rede de atendimento. ",SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,4.0,SIM,2.0,SIM,4.0,SIM,2.0,SIM,1.0,NÃO,COMPLEMENTO DA RESPOSTA 3.2 - Tem 01 carro e  01 motocicleta,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,Caso seja necessário encaminham cidadã para a  Casa Abrigo fica em Campo Grande (250Km)  e Dourados (550Km).  ,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Raimundo Nonato Costa - Advogado ,LÍGIA SILVA,2014-06-03T00:00:00Z,
73.0,CO,MS,5003702.0,DOURADOS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Atendimento a Mulher em Situação de Violência Doméstica - Viva Mulher - Dourados,à Secretaria de Assistência Social.,6734245268 / Fax:   6734117710 ,vivamulherdourados@hotmail.com,"Rua Iran Pereira de Matos, nº 1520",Vila Mari,7.983125E7,Regina Helena Vargas Valente de Alencar.,(67)9242-4972 ,"de segunda a sexta-feira, das 7h às 11h e das 13h às 17h.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,2001-11-27T00:00:00Z,2001.0,SIM,1.0,SIM,1.0,NÃO,1.0,NÃO,0.0,NÃO,0.0,NÃO,COMPLEMENTO DA RESPOSTA 1.3 - A Defensoria Pública tem uma sala no Centro de Atendimento (o atendimento é agendado e feito no Centro de Referência).  ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,COMPLEMENTO DA RESPOSTA 2.3 - Somente atendem a partir do momento que ela for emancipada ou já tiver um companheiro e estiver sofrendo violência doméstica e familiar .  ,SIM,2.0,SIM,1.0,SIM,6.0,SIM,2.0,NÃO,0.0,NÃO,"3.5 COMPLEMENTO DA RESPOSTA 3.3 -  2 computadores são da Defensoria   
COMPLEMENTO DA RESPOSTA 3.5 - 01 copiadora pertence a Defensoria.
",SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,Tem uma Casa Abrigo na cidade que atende somente as pessoas de Dourados  ( é uma casa abrigo municipal).,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Regina Helena Vargas Valente de Alencar - Coordenadora ,LÍGIA SILVA,2014-06-03T00:00:00Z,
74.0,CO,MS,5003801.0,FÁTIMA DO SUL,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Fátima do Sul ,Secretaria de Assistência Social,(67)3467-5537 / Fax: (67)3467-5537 ,dany.sylva23@hotmail.com ,"Rua Cristobalina Ruiz Cabelo, nº 1976  ",Jardim Tatiane ,79700-000 , Luzinete Pereira Marcos ,(67)9612-3336,"de segunda a sexta-feira, das 7h às 13h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-21T00:00:00Z,2011-07-25T00:00:00Z,2011.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,"COMPLEMENTO DA RESPOSTA 1.3 - O advogado é da Prefeitura e faz atendimento no Centro quando é solicitado. 
",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,"COMPLEMENTO DA RESPOSTA 2.3 – Entraram em contato  Campo Grande/MS para saberem se o Centro poderia atender menores do sexo feminino( até 18 anos) em situação de violência devido na cidade não ter CRAS, CREAS, então foi feito um acordo com o  Centro de Referência, Delegacia da Mulher e o Conselho Tutelar para atenderem .",SIM,3.0,SIM,1.0,SIM,3.0,SIM,2.0,SIM,1.0,NÃO,COMPLEMENTO DA RESPOSTA - A impressora é copiadoria também. ,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,A Casa Abrigo fica em Campo Grande (300Km). Relatou que manteve contato em Dourados e foi informada que  tem uma Casa Abrigo que foi reativada - Dourados (36Km) que se houver necessidade podem encaminhar a cidadã para lá caso haja necessidade.,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Luzinete Pereira Marcos - Coordenadora ,LÍGIA SILVA,2014-06-03T00:00:00Z,
75.0,CO,MS,5005004.0,JARDIM,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Atendimento à Mulher (CAM) - Jardim ,à Secretaria Estadual de Assistência Social.,(67)3251-3297 /  Fax: (67)3251-3297 ,cppmulherjardim@hotmail.com ,"Rua Marechal Rondon, nº 860 ",Centro,79240-000 ,Karla Vargas Vilauba,(67)9939-7277,"de segunda a sexta-feira, das 7h às 11h e das 13h às 17h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,NÃO INFORMADO,2011.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,3.0,SIM,2.0,SIM,3.0,SIM,2.0,SIM,1.0,NÃO,"COMPLEMENTO DA RESPOSTA 3.2 -  tem 1 veiculo e recentemente ganharam 01 (uma) moto. 
COMPLEMENTO DA RESPOSTA 3.5 -  Tem 01  impressora que tem copiadora
",SIM,NÃO,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,Caso seja necessário encaminham a cidadã para a Casa Abrigo fica em Campo Grande (300Km),SIM,SEM ESPECIFICAÇÃO,NÃO,O CREAS atende os agressores. ,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Miriam Raquel Jonner - Assistente Social ,LÍGIA SILVA,2014-06-03T00:00:00Z,
76.0,CO,MS,5005707.0,NAVIRAÍ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Naviraí,à Secretaria Municipal de Assistência Social,(67)3461-8223  / Fax: (67)3924-4127 ,geasadm@navirai.ms.gov.br,"Rua Rui Barbosa, nº 182",Centro,7.995E7,Michele Julião Marques da Silva.,(67)9219-0050,"de segunda a sexta-feira, das 7h às 11h e das 13h às 17h.",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-22T00:00:00Z,2012-04-25T00:00:00Z,2012.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,COMPLEMENTO DA RESPOSTA 2.2 - Idosas - atendem somente se for caso de violência doméstica e familiar.  COMPLEMENTO DA RESPOSTA 2.3 - Atendem somente menores do sexo feminino (até 18 anos) se for emancipada ou viver com um companheiro e estiver sofrendo  violência doméstica e familiar .,SIM,4.0,SIM,1.0,SIM,4.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,"Tem uma Casa Abrigo em Dourados (150Km) e em Campo Grande (400Km), mas o municipio não tem convênio com as casas abrigos. No caso de necessidade de abrigar uma cidadã  é utilizado um espaço privativo destinado para mulheres e seus filhos onde podem ficar por até 3 dias.  ",SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Michele Julião Marques da Silva - Coordenadora  ,LÍGIA SILVA,2014-06-03T00:00:00Z,
77.0,CO,MS,5006200.0,NOVA ANDRADINA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Atendimento à Mulher (CAM) Nova Vida - Nova Andradina ,ao Gabinete do Prefeito,(67)3441-7600 (67)3441-8502,NÃO INFORMADO,"Rua Santa Lúcia, nº 1058 ",Centro ,79750-000 ,Lucinéia Rodrigues Medeiros Barbosa,(67)9610-4032  ,"de segunda a sexta-feira, das 7h às 11h e das 13h às 17h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-20T00:00:00Z,NÃO INFORMADO,2006.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,2.0,NÃO,0.0,SIM,"COMPLEMENTO DA RESPOSTA 1.3 - Cidadã é encaminhada para a Defensoria. 
COMPLEMENTO DA RESPOSTA 1.4 - Pedagoga  
COMPLEMENTO DA RESPOSTA 1.5 - contam com o apoio da polícia militar e da polícia civil (Delegacia da Mulher). 
",SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO ,COMPLEMENTO  DA  RESPOSTA   2.3 - Atendem somente quando é encaminhado pela juiza e o Centro  encaminham para a rede de apoio.  ,SIM,3.0,SIM,3.0,SIM,4.0,SIM,1.0,SIM,1.0,NÃO ,"COMPLEMENTO DA RESPOSTA 3.2 - São dois carros e uma moto. 
COMPLEMENTO DA RESPOSTA 3.5 - A impressora também é copiadora

",SIM,SIM,SIM,NÃO,SIM,NÃO,"COMPLEMENTO DA RESPOSTA  4.1 - É uma casa alugada pela Prefeitura.
COMPLEMENTO DA RESPOSTA 4.2 - Centro de atendimento e a Subsecretaria da Mulher, funcionam no mesmo espaço tem somente uma entrada, tem uma Coordenadora para cada serviço, é a mesma equipe e trabalham em conjunto. 
",SIM,NÃO INFORMADO,NÃO,SIM,COMPLEMENTO DA RESPOSTA 5.1 - Caso seja urgente a cidadã é encaminhada para uma comunidade que abriga crianças desamparadas  durante 3 dias ( é solicitado ao presidente da comunidade sigilo)  até conseguirem  a casa de algum parente onde a cidadã fique segura ou para a Casa Abrigo que fica em Campo Grande (300Km) .  ,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Lucinéia Rodrigues Medeiros Barbosa - Coordenadora ,LÍGIA SILVA,2014-06-03T00:00:00Z,
