Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42
88.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Norte - São Paulo  ,(11)3858-6122 (11)3858-6299    ,pjmulherregiaonorte@mpsp.mp.br,"Avenida Engenheiro Caetano Álvares, nº 594, 3º Andar, Sala 377 - Fórum Santana",Limão,02546-000,Tereza de Almeida Prado Francschi,NÃO INFORMADO,"Segunda a sexta-feira, das 13h às 19h",ALTERADO - DADOS,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,2011.0,Encaminhamentos para serviços; oferece denúncia contra agressores e descumprimento de medidas protetivas. Realizam ações penais.,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Priscila Finotto/Oficial,STELLA,2014-08-07T00:00:00Z,
89.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Oeste - Butantã/São Paulo,(11)3721-0946,gevidoeste@mpsp.mp.br,"Avenida Corifeu de Azevedo Marques, nº 148/150, 1º Andar, Sala 107
",Butantã,5.582E7,Ana Paola Ferrari Ambra,NÃO INFORMADO,"Segunda a sexta-feira, das 11h às 18h",ALTERADO - DADOS,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal, civil e de família; encaminhamentos para serviços; Oferece denúncia contra agressores e descumprimento de medidas protetivas.",SIM,NÃO,SIM,"Informou que tem conhecimento que há uma entidade do qual o sistema de justiça encaminha os agressores, onde são ministradas palestras. Porém, não fazem encaminhamentos para esse serviço e também não atendem eles na própria promotoria, pois não há funcionários para tal tarefa.",SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Paola Ferrari Ambra/Promotora,STELLA,2014-08-07T00:00:00Z,
90.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Leste 1 - Penha da França/São Paulo,(11)2294-7425 ,gevidlest1@mpsp.mp.br,"Rua Doutor João Ribeiro, nº 433, 3º Andar, Sala 308",Penha de França,03634-010,Fernanda Valeska Álvares Claro/Roberta Andrade da Cunha Logiodice  ,NÃO INFORMADO,"Segunda a sexta-feira, das 12h às 19h",CONFERIDO,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,Encaminhamentos para serviços; oferece denúncia contra agressores e descumprimento de medidas protetivas.,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,O prédio é velho e o elevador existente não está em boas condições de uso.,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Carla Barbosa/Auxiliar,STELLA,2014-08-07T00:00:00Z,
91.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento à Violência Doméstica (GEVID) Núcleo Sul 1 – Sapopemba/São Paulo,(11)2154-2514                 Fax: (11)2145-6155,gevidvilaprudente@mp.sp.gov.br,"Avenida Sapopemba, nº 3470, 1º Andar, Sala 118 – Referência: Fórum de Vila Prudente",Sapopemba,03345-000,Cláudio Cavallini/Regiane Vinche Zampar Guimarães Pereira,NÃO INFORMADO,"Segunda a sexta-feira, das 13h às 19h",ALTERADO - DADOS,AGOSTO,2014-08-05T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal; encaminhamentos para serviços. Oficiar em autos de processos criminais e inquéritos policiais; participação em audiências; atendimento, orientação e encaminhamento de mulheres em situação de violência doméstica.",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Christofer Sabia Parrini/Oficial de Promotoria I (resposta por e-mail),STELLA,2014-08-07T00:00:00Z,
92.0,SE,SP,3550308.0,SÃO PAULO,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Promoção e Defesa dos Direitos da Mulher (NUDEM) - São Paulo  ,(11)3101-0155   ,nucleo.mulher@defensoria.sp.gov.br ,"Rua Boa Vista, nº 103 - 10º Andar",Centro,01014-000,Ana Paula de Oliveira Castro Meireles Lewin (Coordenadora) e Ana Rita Souza Prata (Auxiliar),NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 17h.",ALTERADO - DADOS,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal, civil e de família; acompanhamento em audiências. O núcleo é composto por 2 defensoras, 1 oficial, 1 auxiliar, 1 psicóloga, 1 assistente social. Porém, temporariamente, não dispõem de psicóloga e assistente social. Não fazem atendimento direto à ofendida, encaminham para a rede de apoio e, em casos específicos, atendem e oferecem apoio em qualquer área necessária.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO, As medidas protetivas são solicitadas apenas nos casos específicos que são atendidos.,LEVANTAMENTO REALIZADO COM SUCESSO,Márcia Freitas Marques/Auxiliar,STELLA,2014-08-07T00:00:00Z,
93.0,SE,SP,3552809.0,TABOÃO DA SERRA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Núcleo de Enfrentamento à Violência Doméstica e Familiar contra a Mulher da Circunscrição de Itapecerica da Serra - Taboão da Serra,(11)4787-3814; Fax: (11)4787-8706,pjtaboao@mpsp.mp.br; mariamanssur@ mp.sp.gov.br,"Rua Mario Latorre, nº 96 – Complemento: Fórum da comarca de Taboão da Serra -  
Referência: Próximo à Avenida Paulo Aires",Parque Pinheiros,06767-230,Maria Gabriela Prado Manssur,NÃO INFORMADO,"Atendimento: terças e quintas-feiras, das 10h às 17h. Atendimento para situações de emergência: segunda a sexta-feira, das 10h às 17h.",ALTERADO - DADOS,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,2012.0,"Assessoria jurídica na área criminal, civil e de família; encaminhamentos para serviços; Oferece denúncia contra agressores, descumprimento de medidas protetivas e  serviços.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,Sala de espera separada.,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,"A partir de setembro, será implantado esse serviço. Estão moldando o projeto.",LEVANTAMENTO REALIZADO COM SUCESSO,"Senhora Elisa informou que nos dados de localização dos serviços da Rede de Atendimento no aplicativo Clique 180, não consta o núcleo da promotoria de Taboão da Serra/SP. Pede que seja verificada a situação. Dados obtidos com Elisa Franco Feitosa/Analista de promotoria.",STELLA,2014-08-07T00:00:00Z,
94.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento a Violência Doméstica (GEVID) Central - Barra Funda/São Paulo,1133923185; 1133924776 Fax: 1133924032,gevidcentral@mpsp.mp.br,"Avenida Doutor Abraão Ribeiro  Nº  313 - Rua 06, Sala 528",Barra Funda,01133-020,Silvia Chakian de Toledo Santos ,NÃO INFORMADO,"Segunda a sexta-feira, das 12h30min às 19h.",ALTERADO - DADOS,AGOSTO,2014-07-31T00:00:00Z,NÃO INFORMADO,2009.0,Assessoria jurídica na área criminal; encaminhamentos para serviços; oferece denúncia contra agressores e descumprimento de medidas protetivas.,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Patrícia Takiuti/Oficial de promotoria,STELLA,2014-08-07T00:00:00Z,
95.0,SE,SP,3550308.0,SÃO PAULO,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Grupo de Atuação Especial de Enfrentamento à Violência (GEVID) Núcleo Sul 2 - Butantã/São Paulo  ,(11)3721-0946,gevidsul2@mpsp.mp.br,"Avenida Corifeu de Azevedo Marques, nº 148 / 150, 1º Andar, Sala 107 - Fórum do Butantã ",Butantã,05582-000,Osias Dalt e Estefânia Ferrazini Paulim Zanone Mayer,NÃO INFORMADO," Segunda a sexta-feira, 12h30min às 18h.",CONFERIDO,AGOSTO,2014-07-31T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal, civil e de família; encaminhamentos para serviços; Oferece denúncia contra agressores, descumprimento de medidas protetivas e serviços.",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,Sala de espera separada.,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Oliveira/Oficial de promotoria,STELLA,2014-08-07T00:00:00Z,
96.0,NE,SE,2800308.0,ARACAJU,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Promoção e Defesa do Direito da Mulher (NUDEM) - Aracaju ,(79)3205-3700 - (79)3205-3726   ,elvira.lorenza@defensoria.se.gov.br,"Travessa João Francisco da Silveira, nº 94 - Referência: Antiga Galeria Escala Center ",Centro,49010-360 ,Elvira Lorenza Quaranta Leite  ,(79)3226-3500 – Ramal 4033,"De segunda a sexta-feira, das 14h às 18h",CONFERIDO,AGOSTO,2014-07-30T00:00:00Z,2009-11-12T00:00:00Z,2009.0,"Orientação jurídica, ações cíveis, solicitação das medidas protetivas, acompanhamento dos processos e encaminha para Casa abrigo e Ceam. ",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO, SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, RICHESMY LIBORIO SANTA ROSA/ DEFENSORA PÚBLICA,GERSILENE,2014-08-04T00:00:00Z,
97.0,N,TO,1721000.0,PALMAS,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,"CAOCID – Centro de Apoio Operacional da Cidadania , dos Direitos Humanos e da Mulher - Palmas  ",      (63)3216-7529           Fax:(63)3216-7647,caopmulher@mp.to.gov.br   e caocid@mp.to.gov.br,"Avenida LO 4, 202 Norte, Conjunto 1, Lotes 5 e 6",Plano Diretor Norte,77006-218,Thais Cairo Souza Lopes,(63)9974-6404 (63)8407-6764 (63)3354-1466,"de segunda a sexta-feira, das 8h30min às 12h e das 14h às 17h30min.",ALTERADO - DADOS,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,2007.0,equipe multidisciplinar que atendem a cidadã.  ,SIM,NÃO,SIM,"COMPLEMENTO DA RESPOSTA 2.2 - Quando é palestra sobre a Lei Maria da Penha toda comunidade  é convidada para participar as palestras são feitas em escolas, auditório do Ministério Público dentre outros locais.",SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Jacimar Alves Lino - Técnica - dia 30/07/2014
",LÍGIA SILVA,2014-08-05T00:00:00Z,
98.0,N,TO,1707652.0,FIGUEIRÓPOLIS ,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Defesa dos Direitos da Mulher (NEDIM) - Figueirópolis   ,(63)3374-1118  ,figueiropolis@defensoria.to.gov.br  ,"Avenida Bernardo Sayão, nº 600  - Referência : funciona dentro da Defensoria Pública ",Centro,77465-000 ,Euler Nunes ,NÃO INFORMADO,"de segunda a sexta-feira, das 8h às 12h e 14h às 18h.",CONFERIDO,AGOSTO,2014-07-28T00:00:00Z,NÃO INFORMADO,2009.0,"área civil, criminal, familiar e mulheres vitimas de violência doméstica e familiar",SIM,NÃO,NÃO,Tem parceria com o CAPS e CRAS. ,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,"Se houver necessidade encaminham a cidadã para Gurupi (50km) ou Palmas (300Km), relata que são distantes de Figueirópolis e não são todas as cidadãs que tem condições de ir para essas cidades. O transporte público, o ônibus sai de Figueirópolis somente em 2 horários , às 7h e outro às 13h para Gurupi . Para ir para Palmas tem que pegar o ônibus interestadual na estrada ou seja na BR pois não passa em Figueirópolis. ",SIM,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Raíssa Alexandre Barbosa Lira - Assistente Administrativo - dia 24/07/2014
",LÍGIA SILVA,2014-08-05T00:00:00Z,
99.0,N,TO,1721000.0,PALMAS,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Promoção e Defesa dos Direitos da Mulher (NUDEM) - Palmas    ,(63)3218-6771   (63)3218-6993,nudem.palmas@defensoria.to.gov.br,Avenida Teotônio Segurado Quadra 502 Sul -Passo Municipal,Centro ,77021-654                                      ,Vanda Sueli Machado de Sousa Nunes,(63)8454-5745  (63)9951-6414,"de segunda a sexta-feira, das 7h às 12h e das 14h às 18h.",CONFERIDO,AGOSTO,2014-08-01T00:00:00Z,2011-07-05T00:00:00Z,2011.0,"apoio social e psicológico

",SIM,NÃO,SIM,Informa que no FÓRUM tem palestras para os agressores com supervisão do Juiz . ,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,È a Delegacia que encaminha a cidadã para a Casa Abrigo.  Na maioria dos casos a cidadã ao procurar o NUDEM já foi atendida pela rede de apoio.  ,SIM,NÃO,NÃO,Informa que no FÓRUM tem palestras para os agressores com supervisão do Juiz . ,LEVANTAMENTO REALIZADO COM SUCESSO,"Fabiola Pimpim do Nascimento -  dia 28/07/2014 
",LÍGIA SILVA,2014-08-05T00:00:00Z,
100.0,N,TO,1721000.0,PALMAS,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Núcleo Maria da Penha - Ministério Público do Tocantins - Palmas,(63)3216-7697 ,nucleomariadapenha@mpto.mp.br,"202 Norte, Avenida LO 04, Quadra Conjunto, Lote 05/06",Centro,77006-218,José Kasuo Otsuka – Promotor de Justiça e Coordenador do Núcleo Maria da Penha – Ministério Público Estadual,(63)3216-7601/(63)3216-7697,"de segunda a sexta-feira, das 8h30min às 12h e das 14h às 17h30min. ",INSERIDO,AGOSTO,2014-08-27T00:00:00Z,2012-03-14T00:00:00Z,2012.0,"Orientação jurídica nas aŕeas criminal, civil e familiar. 
Palestras, divulgação e distribuição de material sobre a Lei 11.340/06.
Orientação e encaminhamento de mulheres vítimas de violência doméstica e familiar  para cursos profissionalizantes, conforme parceria MPE e SENAI/SENAC-TO. 
",SIM,NÃO,SIM,Atendimento somente à mulheres vítima de violência doméstica e familiar,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"RESPOSTA RECEBIDA POR E-MAIL DIA 27/08/2014 - RESPONDIDO POR  Mirtes Moura e Marijara Fonseca Ayres - Analista em Desenvolvimento Social e Psicopedagoga,  respectivamente - dia 27/08/2014",LÍGIA SILVA,2014-08-29T00:00:00Z,
