Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78
78.0,SE,RJ,3306305.0,VOLTA REDONDA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Criminal - Volta Redonda,Juizado ou Vara Adaptado(a) de Violência Doméstica contra a Mulher,(24)3076-8365 - (24)3076-8364  - Fax: (24)3076-8366 ,vre01jecri@tjrj.jus.br ,"Rua Desembargador Ellis Hernidyo Figueira, 3º andar ",Aterrado,27213-145 ,André Felipe Veras de Oliveira ,(24)3076-8415,CONFERIDO,JULHO,2014-07-09T00:00:00Z,NÃO INFORMADO,2006.0,"De segunda a sexta-feira, das 10h às 18h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Elza Alves de Oliveira
Chefe de Serventia
",Vanessa Gomes,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
79.0,SE,RJ,3304557.0,RIO DE JANEIRO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,3º Juizado de Violência Doméstica e Familiar contra a Mulher - Jacarepaguá - Rio de Janeiro ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)2444-8171 - (21)2444-8165   - Fax: (21)2444-8165 ,jpa03jvdfm@tjrj.jus.br ,"Rua Professora Francisca Piragibe, nº 80, Sala 202, 2º Andar ",Taquara ,22710-195,Carla Cunha Morgado da Silva,NÃO INFORMADO,ALTERADO - DADOS,SETEMBRO,2014-09-29T00:00:00Z,2008-06-25T00:00:00Z,2008.0,"De segunda a sexta-feira, das 11h às 18h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, SORAYA ELIAN / ANALISTA JUDICIÁRIO,GERSILENE,2014-09-30T00:00:00Z,,,,,,,,,,,,,,,,,,,
80.0,SE,RJ,3303609.0,PARACAMBI,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado da Violência Doméstica e Familiar Contra a Mulher e Especial Adjunto Criminal - Paracambi ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(21)2683-9518       (21)2683-9519              Fax:(21)2683-9518,prbjecri@tjrj.jus.br,"Rua Alberto Leal Cardoso, nº 92, 2º Andar ",Centro,26600-000,Andreia Garcia do Nascimento ,NÃO INFORMADO,NÃO ATUALIZADO ,CADASTRO SEM SUCESSO,2014-09-22T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"De segunda a sexta-feira, das 10h às 18h",NÃO INFORMADO,NÃO SE APLICA,SIM,AGUARDANDO RESPOSTA DO EMAIL,NÃO INFORMADO,NÃO,AGUARDANDO RESPOSTA DO EMAIL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO SE APLICA,SIM,AGUARDANDO RESPOSTA DO EMAIL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO,AGUARDANDO RESPOSTA DO EMAIL,NÃO INFORMADO,NÃO INFORMADO,NÃO,AGUARDANDO RESPOSTA DO EMAIL,NÃO INFORMADO,AGUARDANDO RESPOSTA DO EMAIL,NÃO,NÃO,AGUARDANDO RESPOSTA DO EMAIL,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,AGUARDANDO RESPOSTA DO EMAIL,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,"No dia 22/09/14, ao entrar em contato com o sr.Felipe-serventuário devido o email do questionário ainda não ter sido respondido, ele informou que só em outubro/14 que poderá responder o questionário e encaminhá-lo.

No dia 10/07/14 foi encaminhado um email do questionário, solicitado pelo sr.Felipe-serventuário. ",Maria Mônica,2014-09-22T00:00:00Z,,,,,,,,,,,,,,,,,,,
81.0,NE,RN,2408102.0,NATAL,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - Natal ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(84)3215-5410 (84)3231-4766   ,aldrynlima@tjrn.jus.br ,"Rua Doutor Lauro Pinto, nº 346, Edifício Milênio – 3º Andar",Lagoa Nova,59064-250 , Maria Socorro Pinto de Oliveira - Juíza Titular,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-15T00:00:00Z,2008-03-07T00:00:00Z,2008.0,"de segunda a sexta-feira, das 7h às 14h atendimento ao público. ",SIM,PRÓPRIOS,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,"Atende o âmbito de crime de violência sexual desde que esteja enquadrado na Lei 11,340/2006  o atendimento é feito no Juizado",SIM,NÃO,NÃO,NÃO,SIM,"Atende o âmbito de crime de violência sexual desde que esteja enquadrado na Lei 11,340/2006  o atendimento é feito no Juizado",SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,O Ministério Publica que encaminha os agressores para o serviço de responsabilização e educação do agressor.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Aldryn Saldanha Rodrigues lima 
Diretor.
",Jéssica de Oliveira,2014-07-15T00:00:00Z,,,,,,,,,,,,,,,,,,,
82.0,NE,RN,2403251.0,PARNAMIRIM,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - Parnamirim ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"       (84)3272-7396   
FAX: (84)3272-7396   ",pwmjepftjvdfm@tjrn.jus.br ,"Rua Aspirante Santos, nº 239",Santos Reis ,59141-155 ,Deyvif de Oliveira Marques,(84) 3645-4037 ,CONFERIDO,JULHO,2014-07-15T00:00:00Z,2009-11-04T00:00:00Z,2009.0,de segunda a sexta-feira de 8h às 14h.,NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,"Em Casos de crimes de violência sexual contra a mulher,somente se for em relação a violência doméstica e familiar. ",SIM,NÃO,NÃO,NÃO,SIM,"Em Casos de crimes de violência sexual contra a mulher,somente se for em relação a violência doméstica e familiar.",SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Suenia de Sousa Silva
Diretora da Secretaria  
",Jéssica de Oliveira,2014-07-15T00:00:00Z,,,,,,,,,,,,,,,,,,,
83.0,NE,RN,2408003.0,MOSSORÓ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - Comarca de Mossoró ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"(84)3315-7154
(84)3315-7152 
(84)3315-7155  
(84)3315-7153 ",violenciacontraamulher@tjrn.jus.br ,"Rua Alameda das Carnaubeiras, nº 355
Referência : Fórum Doutor Silveira Martins (Complexo Judiciário) ",Presidente Costa e Silva,59625-410 ,Juiz Titular Renato Vasconcelos Magalhães,(84)3315-7153 ,ALTERADO - DADOS,JULHO,2014-07-15T00:00:00Z,2009-04-28T00:00:00Z,2009.0,"de segunda a sexta-feira, das 8h às 14h ao público. Após às 14h até às 18h somente urgência.",NÃO,NÃO SE APLICA,SIM,Tem 1 Assistente Social (Funcionário cedido pela Prefeitura) ,SIM,SIM  ,Atendem processos que esteja relacionados com Violência Doméstica e Familiar. ,SIM,NÃO,NÃO,NÃO,SIM,Atendem processos que esteja relacionados com Violência Doméstica e Familiar. ,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,"João Batista de Moura - 
Servidor da Secretaria

",Jéssica de Oliveira,2014-07-15T00:00:00Z,,,,,,,,,,,,,,,,,,,
84.0,S,RS,4314902.0,PORTO ALEGRE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1° Juizado da Violência Doméstica e Familiar – Porto Alegre,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,"   (51)3210-6670
   (51)3210-6668 
FAX: (51)3210-6670",http://www.tj.rs.jus.br,"Rua Márcio Veras Vidor, n° 10, 5º Andar - Sala 501 - Fórum Central",Praia de Belas,90110-160,Madgeli Frantz Machado,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,2008-04-25T00:00:00Z,2008.0,"DE segunda a sexta-feira, das 09h às 18h",SIM,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Melânia Gomes Balcone
Escrivã Designada",Amanda de Souza Ferreira,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
85.0,S,RS,4314902.0,PORTO ALEGRE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,"                                                                                                                                                                                                          
2º Juizado da Violência Doméstica e Familiar - Porto Alegre",Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,(51)3210-6651 (51)3210-6650  (51)3210-6649,srposent2jzvdfamm@tj.rs.gov.br,"Rua Márcio Veras Vidor, nº 10, sala 518",Centro,91110-160,Maira Cibele Arsivenco Nascimento ,NÃO INFORMADO,INSERIDO,AGOSTO,2014-07-09T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"De segunda a sexta-feira, das 11h às 18h.",SIM,NÃO SE APLICA,NÃO,"SEM ESPECIFICAÇÃO

",SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Ida Isabel Batista Zanela 
Oficial Escrivão 
",Amanda de Souza Ferreira,2014-08-04T00:00:00Z,,NÃO,SIM,SIM,No mesmo terreno do Centro de Referência funciona também o almoxarifado da Secretaria Municipal Adjunta de Direitos e Cidadania,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Juliana Cristina Bandeira Colares Luz - Auxiliar administrativa,Camilla Paolone,41793.0
86.0,N,RO,1100205.0,PORTO VELHO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - Porto Velho,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(69)3217-1212 (69)3217-1213 ,pvh1transito@tjro.jus.br ,"Rua Rogério Weber, nº 1872
Referência: Fórum Juíza Sandra Nascimento",Centro,78916-076,Álvaro Kalixo Ferro,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-09T00:00:00Z,2011-04-01T00:00:00Z,2011.0,"Segunda a sexta-feira, das 7h às 13h e das 16h às 18h",SIM,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,Crimes de violência sexual contra mulher são tratadas caso forem referentes à lei Maria da Penha.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Cleidson Takahashi Santana
Chefe de cartório
",Amanda de Souza Ferreira,2014-07-09T00:00:00Z,,,,,,,,,,,,,,,,,,,
87.0,N,RR,1400100.0,BOA VISTA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1º Juizado Especializado de Violência Doméstica e Familiar Contra a Mulher - Boa Vista,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(95)3623-8080  (95)3623-8711,jespdm@tjrr.jus.br,"Rua TP 2 , nº 30",Caçari,69300-000,Maria Aparecida Cury,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2010-06-17T00:00:00Z,2010.0,"Segunda a sexta-feira, das 8h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,"As cidadãs são encaminhadas para o serviço de abrigamento pela delegacia, juizado não faz nenhum tipo de encaminhamento. Não há no momento nenhum serviço de responsabilização do agressor.",SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Camila Araujo Guerra 
Chefe de cartório
",Amanda de Souza Ferreira,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
88.0,S,SC,4204202.0,CHAPECÓ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado Especial Criminal e de Violência Doméstica e Familiar Contra a Mulher - Chapecó,Varas adaptadas de Violência Doméstica e Familiar,(49)3321-4232 fax: (49)3321-4001,chapeco.juizadocriminal@tjsc.jus.br,"Rua Augusta Müller Bohner, nº 300-D",Passo dos Fortes,8.98059E7,Marcelo Volpato de Souza,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,2010-12-10T00:00:00Z,2010.0,"segunda a sexta-feira, das 12h às 19h",SIM,PRÓPRIOS,SIM,"Não há uma equipe intitulada, porém tem uma assistente social própria e uma psicóloga da vara da infância que colabora.",NÃO,SIM,Aqueles no âmbito da Lei 9.099/1995 (Infrações de menor potencial ofensivo).,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,"O juizado encaminha para os serviços, mas normalmente quem o faz, é a delegacia.",SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,"Há convênio com a prefeitura quanto ao serviço de responsabilização, é executado no CAPS.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Cristiane Borconcello/Técnica judiciária,STELLA,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
89.0,S,SC,4205407.0,FLORIANÓPOLIS,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado da Violência Doméstica e Familiar contra a Mulher - Florianópolis,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(48)3287-6485; (48)3287-6483; (48)3287-6482,capital.violenciadomestica@tjsc.jus.br,"Avenida Gustavo Richard, nº 434. Referência: Fórum de Florianópolis",Centro,8.801029E7,Ana Luisa Schmidt Ramos Moraes da Rosa,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,2011-01-07T00:00:00Z,2011.0,"segunda a sexta-feira, das 12h às 19h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,A casa abrigo (serviço está precário) e centro de referência ficam próximos à delegacia e é ela quem faz os encaminhamentos necessários. ,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Rosemarí de Lima Fortunato/Chefe de cartório,STELLA,2014-07-14T00:00:00Z,,,,,,,,,,,,,,,,,,,
90.0,S,SC,4218707.0,TUBARÃO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado Especial Criminal e de Violência Doméstica e Familiar - Tubarão,Varas adaptadas de Violência Doméstica e Familiar,(48)3621-1544; (48)3621-6808,tubarao.juizadocriminal@tjsc.jus.br,"Rua Venceslau Braz, nº 560",Vila Moema,8.8705901E7,Maurício Fabiano Mortari,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-14T00:00:00Z,2011-06-17T00:00:00Z,2011.0,"segunda a sexta-feira, das 12h às 19h",NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,Aqueles no âmbito da Lei 9.099/1995 (Infrações de menor potencial ofensivo); No âmbito de crimes de violência sexual contra a mulher.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Cristian Kirten/Chefe de cartório,STELLA,2014-07-16T00:00:00Z,,,,,,,,,,,,,,,,,,,
91.0,SE,SP,3550308.0,SÃO PAULO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara da Região Norte de Violência Doméstica e Familiar Contra a Mulher Fórum Regional I de Santana - São Paulo,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(11)3951-2333 (11)3951-2525 Fax: (11)3951-2333,frsantanavioldom@tjsp.jus.br ,"Avenida Engenheiro Caetano Álvares, nº 594, 3º Andar, Sala 365 ", Limão,25640-000,Doutora Camila de Jesus Mello Gonçalves ,(11) 39512525 Ramal: 266,ALTERADO - DADOS,SETEMBRO,2014-09-22T00:00:00Z,2011-11-21T00:00:00Z,2011.0,"de segunda a sexta-feira, das 12h30min às 19h.",SIM,PRÓPRIOS,SIM,COMPLEMENTO DA RESPOSTA 1.1 -  A equipe multidisciplinar  pertence ao Tribunal que esta lotada na Vara.  ,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,COMPLEMENTO DA RESPOSTA 2.4 - Atendem somente crimes relacionados a Violência Doméstica e Familiar.,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,José Mattos Neto - Chefe de Seção Judiciário - Dia 22/09/2014,LÍGIA SILVA,2014-09-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
92.0,SE,SP,3550308.0,SÃO PAULO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara da Região Sul 1 de Violência Doméstica e Familiar Contra Mulher - Fórum Regional IX Vila Prudente - São Paulo,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(11)2211-4820 Fax: (11)2211-4820,frvlprudentevioldom@tjsp.jus.br ,Avenida Sapopenba nº 3740 - Complemento: Sala 05,Vila Diva,03345-000,Alexandre Munhoz,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-18T00:00:00Z,2011-11-22T00:00:00Z,2011.0,"de segunda a sexta-feira, das 12h30min às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,Atende os demais crimes somente se estiver relacionado com a Violência Domestica e Familiar.,SIM,NÃO,NÃO,NÃO,SIM,Atende os demais crimes somente se estiver relacionado com a Violência Domestica e Familiar.,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Larissa Russo Neves - Assistente Jurídica,Jéssica de Oliveira,2014-07-17T00:00:00Z,,,,,,,,,,,,,,,,,,,
93.0,SE,SP,3550308.0,SÃO PAULO,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara Regional Leste 2 de Violência Doméstica e Familiar contra a Mulher do Fórum Regional V de São Miguel Paulista - São Paulo,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(11)2052-8098 Ramal: 245 Ramal: 246 Fax: (11)2052-8098,srsaomiguelvioldom@tjsp.jus.br ,"Avenida Afonso Lopes de Baião, nº 1736 - 1º Andar - Complemento: Sala 134 (Zona Leste 2)",São Miguel Paulista ,08040-000,Caio Moscariello Rodrigues,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-29T00:00:00Z,2011-11-22T00:00:00Z,2011.0,"de segunda a sexta-feira, das 12h30min às 19h",SIM,PRÓPRIOS,SIM,Possui 2 Psicólogas e 3 Assistentes Sócias.,NÃO,SIM,Atendem também processos de crianças e adolescentes do sexo feminino vítimas de violência sexual.,SIM,NÃO,SIM,NÃO,SIM,Abrange somente crimes relacionados à Violência Domestica e Familiar.,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Arnobia Martins Cerqueira Vallerio- Oficial Maior.,Jéssica de Oliveira,2014-07-17T00:00:00Z,,,,,,,,,,,,,,,,,,,
